CVE,reservedDate,publishedDate,baseScore
CVE-2015-8402,2015-12,2015-12,10
CVE-2015-8403,2015-12,2015-12,10
CVE-2015-8404,2015-12,2015-12,10
CVE-2015-8405,2015-12,2015-12,10
CVE-2015-8406,2015-12,2015-12,10
CVE-2015-8407,2015-12,2015-12,10
CVE-2015-8408,2015-12,2015-12,10
CVE-2015-8409,2015-12,2015-12,10
CVE-2015-8410,2015-12,2015-12,10
CVE-2015-8411,2015-12,2015-12,10
CVE-2015-8412,2015-12,2015-12,10
CVE-2015-8413,2015-12,2015-12,10
CVE-2015-8414,2015-12,2015-12,10
CVE-2015-8415,2015-12,2015-12,10
CVE-2015-8416,2015-12,2015-12,10
CVE-2015-8417,2015-12,2015-12,10
CVE-2015-8418,2015-12,2015-12,10
CVE-2015-8419,2015-12,2015-12,10
CVE-2015-8420,2015-12,2015-12,10
CVE-2015-8421,2015-12,2015-12,10
CVE-2015-8422,2015-12,2015-12,10
CVE-2015-8423,2015-12,2015-12,10
CVE-2015-8424,2015-12,2015-12,10
CVE-2015-8425,2015-12,2015-12,10
CVE-2015-8426,2015-12,2015-12,10
CVE-2015-8427,2015-12,2015-12,10
CVE-2015-8428,2015-12,2015-12,10
CVE-2015-8429,2015-12,2015-12,10
CVE-2015-8430,2015-12,2015-12,10
CVE-2015-8431,2015-12,2015-12,10
CVE-2015-8432,2015-12,2015-12,10
CVE-2015-8433,2015-12,2015-12,10
CVE-2015-8434,2015-12,2015-12,10
CVE-2015-8435,2015-12,2015-12,10
CVE-2015-8436,2015-12,2015-12,9.3
CVE-2015-8437,2015-12,2015-12,9.3
CVE-2015-8438,2015-12,2015-12,9.3
CVE-2015-8439,2015-12,2015-12,9.3
CVE-2015-8440,2015-12,2015-12,10
CVE-2015-8441,2015-12,2015-12,10
CVE-2015-8442,2015-12,2015-12,9.3
CVE-2015-8443,2015-12,2015-12,10
CVE-2015-8444,2015-12,2015-12,10
CVE-2015-8445,2015-12,2015-12,9.3
CVE-2015-8446,2015-12,2015-12,9.3
CVE-2015-8447,2015-12,2015-12,9.3
CVE-2015-8448,2015-12,2015-12,9.3
CVE-2015-8449,2015-12,2015-12,9.3
CVE-2015-8450,2015-12,2015-12,9.3
CVE-2015-8451,2015-12,2015-12,10
CVE-2015-8452,2015-12,2015-12,10
CVE-2015-8453,2015-12,2015-12,4.3
CVE-2015-8454,2015-12,2015-12,10
CVE-2015-8455,2015-12,2015-12,10
CVE-2015-8456,2015-12,2015-12,9.3
CVE-2015-8457,2015-12,2015-12,10
CVE-2015-8458,2015-12,2015-12,6.8
CVE-2015-8459,2015-12,2015-12,10
CVE-2015-8460,2015-12,2015-12,8.8
CVE-2015-8634,2015-12,2015-12,8.8
CVE-2015-8635,2015-12,2015-12,8.8
CVE-2015-8636,2015-12,2015-12,8.8
CVE-2015-8638,2015-12,2015-12,8.8
CVE-2015-8639,2015-12,2015-12,8.8
CVE-2015-8640,2015-12,2015-12,8.8
CVE-2015-8641,2015-12,2015-12,8.8
CVE-2015-8642,2015-12,2015-12,8.8
CVE-2015-8643,2015-12,2015-12,8.8
CVE-2015-8644,2015-12,2015-12,8.8
CVE-2015-8645,2015-12,2015-12,8.8
CVE-2015-8646,2015-12,2015-12,8.8
CVE-2015-8647,2015-12,2015-12,8.8
CVE-2015-8648,2015-12,2015-12,8.8
CVE-2015-8649,2015-12,2015-12,8.8
CVE-2015-8650,2015-12,2015-12,8.8
CVE-2015-8651,2015-12,2015-12,8.8
CVE-2015-8652,2015-12,2016-03,8.8
CVE-2015-8653,2015-12,2016-03,8.8
CVE-2015-8654,2015-12,2016-03,8.8
CVE-2015-8655,2015-12,2016-03,8.8
CVE-2015-8656,2015-12,2016-03,8.8
CVE-2015-8657,2015-12,2016-03,8.8
CVE-2015-8658,2015-12,2016-03,8.8
CVE-2015-8820,2016-03,2016-03,8.8
CVE-2015-8821,2016-03,2016-03,8.8
CVE-2015-8822,2016-03,2016-03,8.8
CVE-2015-8823,2016-03,2016-04,8.8
CVE-2016-0025,2015-12,2016-06,7.3
CVE-2016-0402,2015-12,2016-01,5
CVE-2016-0448,2015-12,2016-01,4
CVE-2016-0466,2015-12,2016-01,5
CVE-2016-0475,2015-12,2016-01,5.8
CVE-2016-0483,2015-12,2016-01,10
CVE-2016-0494,2015-12,2016-01,10
CVE-2016-0636,2015-12,2016-03,8.1
CVE-2016-0686,2015-12,2016-04,9.6
CVE-2016-0687,2015-12,2016-04,9.6
CVE-2016-0695,2015-12,2016-04,5.9
CVE-2016-0931,2015-12,2016-01,8.8
CVE-2016-0932,2015-12,2016-01,8.8
CVE-2016-0933,2015-12,2016-01,9.8
CVE-2016-0934,2015-12,2016-01,8.8
CVE-2016-0935,2015-12,2016-01,8.8
CVE-2016-0936,2015-12,2016-01,8.8
CVE-2016-0937,2015-12,2016-01,8.8
CVE-2016-0938,2015-12,2016-01,8.8
CVE-2016-0939,2015-12,2016-01,8.8
CVE-2016-0940,2015-12,2016-01,9.8
CVE-2016-0941,2015-12,2016-01,8.8
CVE-2016-0942,2015-12,2016-01,9.8
CVE-2016-0943,2015-12,2016-01,8.8
CVE-2016-0944,2015-12,2016-01,9.8
CVE-2016-0945,2015-12,2016-01,9.8
CVE-2016-0946,2015-12,2016-01,9.8
CVE-2016-0947,2015-12,2016-01,7.8
CVE-2016-0959,2015-12,2017-06,9.8
CVE-2016-0960,2015-12,2016-03,9.8
CVE-2016-0961,2015-12,2016-03,9.8
CVE-2016-0962,2015-12,2016-03,9.8
CVE-2016-0963,2015-12,2016-03,9.8
CVE-2016-0964,2015-12,2016-02,9.8
CVE-2016-0965,2015-12,2016-02,9.8
CVE-2016-0966,2015-12,2016-02,9.8
CVE-2016-0967,2015-12,2016-02,9.8
CVE-2016-0968,2015-12,2016-02,9.8
CVE-2016-0969,2015-12,2016-02,9.8
CVE-2016-0970,2015-12,2016-02,9.8
CVE-2016-0971,2015-12,2016-02,9.8
CVE-2016-0972,2015-12,2016-02,9.8
CVE-2016-0973,2015-12,2016-02,8.8
CVE-2016-0974,2015-12,2016-02,9.8
CVE-2016-0975,2015-12,2016-02,8.8
CVE-2016-0976,2015-12,2016-02,9.8
CVE-2016-0977,2015-12,2016-02,9.8
CVE-2016-0978,2015-12,2016-02,9.8
CVE-2016-0979,2015-12,2016-02,9.8
CVE-2016-0980,2015-12,2016-02,9.8
CVE-2016-0981,2015-12,2016-02,9.8
CVE-2016-0982,2015-12,2016-02,9.8
CVE-2016-0983,2015-12,2016-02,9.8
CVE-2016-0984,2015-12,2016-02,9.8
CVE-2016-0985,2015-12,2016-02,8.8
CVE-2016-0986,2015-12,2016-03,9.8
CVE-2016-0987,2015-12,2016-03,9.8
CVE-2016-0988,2015-12,2016-03,9.8
CVE-2016-0989,2015-12,2016-03,9.8
CVE-2016-0990,2015-12,2016-03,9.8
CVE-2016-0991,2015-12,2016-03,9.8
CVE-2016-0992,2015-12,2016-03,9.8
CVE-2016-0993,2015-12,2016-03,9.8
CVE-2016-0994,2015-12,2016-03,8.8
CVE-2016-0995,2015-12,2016-03,9.8
CVE-2016-0996,2015-12,2016-03,8.8
CVE-2016-0997,2015-12,2016-03,9.8
CVE-2016-0998,2015-12,2016-03,9.8
CVE-2016-0999,2015-12,2016-03,9.8
CVE-2016-1000,2015-12,2016-03,9.8
CVE-2016-1001,2015-12,2016-03,9.8
CVE-2016-1002,2015-12,2016-03,9.8
CVE-2016-1005,2015-12,2016-03,8.8
CVE-2016-1006,2015-12,2016-04,9.8
CVE-2016-1007,2015-12,2016-03,9.8
CVE-2016-1008,2015-12,2016-03,8.4
CVE-2016-1009,2015-12,2016-03,9.8
CVE-2016-1010,2015-12,2016-03,9.8
CVE-2016-1011,2015-12,2016-04,9.8
CVE-2016-1012,2015-12,2016-04,9.8
CVE-2016-1013,2015-12,2016-04,9.8
CVE-2016-1014,2015-12,2016-04,7.8
CVE-2016-1015,2015-12,2016-04,8.8
CVE-2016-1016,2015-12,2016-04,8.8
CVE-2016-10165,2017-01,2017-02,7.1
CVE-2016-1017,2015-12,2016-04,8.8
CVE-2016-1018,2015-12,2016-04,8.8
CVE-2016-1019,2015-12,2016-04,9.8
CVE-2016-1020,2015-12,2016-04,9.8
CVE-2016-1021,2015-12,2016-04,9.8
CVE-2016-1022,2015-12,2016-04,9.8
CVE-2016-1023,2015-12,2016-04,9.8
CVE-2016-1024,2015-12,2016-04,9.8
CVE-2016-1025,2015-12,2016-04,9.8
CVE-2016-1026,2015-12,2016-04,9.8
CVE-2016-1027,2015-12,2016-04,9.8
CVE-2016-1028,2015-12,2016-04,9.8
CVE-2016-1029,2015-12,2016-04,9.8
CVE-2016-1030,2015-12,2016-04,9.8
CVE-2016-1031,2015-12,2016-04,9.8
CVE-2016-1032,2015-12,2016-04,9.8
CVE-2016-1033,2015-12,2016-04,9.8
CVE-2016-1037,2015-12,2016-05,9.8
CVE-2016-1038,2015-12,2016-05,10
CVE-2016-1039,2015-12,2016-05,9.8
CVE-2016-1040,2015-12,2016-05,9.8
CVE-2016-1041,2015-12,2016-05,10
CVE-2016-1042,2015-12,2016-05,9.8
CVE-2016-1043,2015-12,2016-05,9.8
CVE-2016-1044,2015-12,2016-05,10
CVE-2016-1045,2015-12,2016-05,9.8
CVE-2016-1046,2015-12,2016-05,9.8
CVE-2016-1047,2015-12,2016-05,9.8
CVE-2016-1048,2015-12,2016-05,9.8
CVE-2016-1049,2015-12,2016-05,9.8
CVE-2016-1050,2015-12,2016-05,9.8
CVE-2016-1051,2015-12,2016-05,9.8
CVE-2016-1052,2015-12,2016-05,9.8
CVE-2016-1053,2015-12,2016-05,9.8
CVE-2016-1054,2015-12,2016-05,9.8
CVE-2016-1055,2015-12,2016-05,9.8
CVE-2016-1056,2015-12,2016-05,9.8
CVE-2016-1057,2015-12,2016-05,9.8
CVE-2016-1058,2015-12,2016-05,9.8
CVE-2016-1059,2015-12,2016-05,9.8
CVE-2016-1060,2015-12,2016-05,9.8
CVE-2016-1061,2015-12,2016-05,9.8
CVE-2016-1062,2015-12,2016-05,9.8
CVE-2016-1063,2015-12,2016-05,9.8
CVE-2016-1064,2015-12,2016-05,9.8
CVE-2016-1065,2015-12,2016-05,9.8
CVE-2016-1066,2015-12,2016-05,9.8
CVE-2016-1067,2015-12,2016-05,9.8
CVE-2016-1068,2015-12,2016-05,9.8
CVE-2016-1069,2015-12,2016-05,9.8
CVE-2016-1070,2015-12,2016-05,9.8
CVE-2016-1071,2015-12,2016-05,9.8
CVE-2016-1072,2015-12,2016-05,9.8
CVE-2016-1073,2015-12,2016-05,9.8
CVE-2016-1074,2015-12,2016-05,9.8
CVE-2016-1075,2015-12,2016-05,9.8
CVE-2016-1076,2015-12,2016-05,9.8
CVE-2016-1077,2015-12,2016-05,9.8
CVE-2016-1078,2015-12,2016-05,9.8
CVE-2016-1079,2015-12,2016-05,7.5
CVE-2016-1080,2015-12,2016-05,9.8
CVE-2016-1081,2015-12,2016-05,9.8
CVE-2016-1082,2015-12,2016-05,9.8
CVE-2016-1083,2015-12,2016-05,9.8
CVE-2016-1084,2015-12,2016-05,9.8
CVE-2016-1085,2015-12,2016-05,9.8
CVE-2016-1086,2015-12,2016-05,9.8
CVE-2016-1087,2015-12,2016-05,7.8
CVE-2016-1088,2015-12,2016-05,9.8
CVE-2016-1089,2015-12,2016-10,9.8
CVE-2016-1090,2015-12,2016-05,7.8
CVE-2016-1091,2015-12,2016-10,9.8
CVE-2016-1092,2015-12,2016-05,7.5
CVE-2016-1093,2015-12,2016-05,9.8
CVE-2016-1094,2015-12,2016-05,9.8
CVE-2016-1095,2015-12,2016-05,9.8
CVE-2016-1096,2015-12,2016-05,7.5
CVE-2016-1097,2015-12,2016-05,7.5
CVE-2016-1098,2015-12,2016-05,7.5
CVE-2016-1099,2015-12,2016-05,7.5
CVE-2016-1100,2015-12,2016-05,7.5
CVE-2016-1101,2015-12,2016-05,7.5
CVE-2016-1102,2015-12,2016-05,7.5
CVE-2016-1103,2015-12,2016-05,7.5
CVE-2016-1104,2015-12,2016-05,7.5
CVE-2016-1105,2015-12,2016-05,7.5
CVE-2016-1106,2015-12,2016-05,7.5
CVE-2016-1107,2015-12,2016-05,7.5
CVE-2016-1108,2015-12,2016-05,7.5
CVE-2016-1109,2015-12,2016-05,7.5
CVE-2016-1110,2015-12,2016-05,7.5
CVE-2016-1111,2015-12,2016-04,8.8
CVE-2016-1112,2015-12,2016-05,9.8
CVE-2016-1116,2015-12,2016-05,9.8
CVE-2016-1117,2015-12,2016-05,9.8
CVE-2016-1118,2015-12,2016-05,9.8
CVE-2016-1119,2015-12,2016-05,9.8
CVE-2016-1120,2015-12,2016-05,9.8
CVE-2016-1121,2015-12,2016-05,9.8
CVE-2016-1122,2015-12,2016-05,9.8
CVE-2016-1123,2015-12,2016-05,9.8
CVE-2016-1124,2015-12,2016-05,9.8
CVE-2016-1125,2015-12,2016-05,9.8
CVE-2016-1126,2015-12,2016-05,9.8
CVE-2016-1127,2015-12,2016-05,9.8
CVE-2016-1128,2015-12,2016-05,9.8
CVE-2016-1129,2015-12,2016-05,9.8
CVE-2016-1130,2015-12,2016-05,9.8
CVE-2016-2183,2016-01,2016-09,7.5
CVE-2016-3313,2016-03,2016-08,7.8
CVE-2016-3422,2016-03,2016-04,4.3
CVE-2016-3425,2016-03,2016-04,4.3
CVE-2016-3426,2016-03,2016-04,3.1
CVE-2016-3427,2016-03,2016-04,9
CVE-2016-3443,2016-03,2016-04,9.6
CVE-2016-3449,2016-03,2016-04,8.3
CVE-2016-3458,2016-03,2016-07,4.3
CVE-2016-3485,2016-03,2016-07,2.9
CVE-2016-3500,2016-03,2016-07,5.3
CVE-2016-3503,2016-03,2016-07,7.7
CVE-2016-3508,2016-03,2016-07,5.3
CVE-2016-3511,2016-03,2016-07,7.7
CVE-2016-3550,2016-03,2016-07,4.3
CVE-2016-3552,2016-03,2016-07,8.1
CVE-2016-3587,2016-03,2016-07,9.6
CVE-2016-3598,2016-03,2016-07,9.6
CVE-2016-3606,2016-03,2016-07,9.6
CVE-2016-3610,2016-03,2016-07,9.6
CVE-2016-4088,2016-04,2016-05,9.8
CVE-2016-4089,2016-04,2016-05,9.8
CVE-2016-4090,2016-04,2016-05,9.8
CVE-2016-4091,2016-04,2016-05,9.8
CVE-2016-4092,2016-04,2016-05,9.8
CVE-2016-4093,2016-04,2016-05,9.8
CVE-2016-4094,2016-04,2016-05,9.8
CVE-2016-4095,2016-04,2016-11,9.8
CVE-2016-4096,2016-04,2016-05,9.8
CVE-2016-4097,2016-04,2016-05,9.8
CVE-2016-4098,2016-04,2016-05,9.8
CVE-2016-4099,2016-04,2016-05,9.8
CVE-2016-4100,2016-04,2016-05,9.8
CVE-2016-4101,2016-04,2016-05,9.8
CVE-2016-4102,2016-04,2016-05,9.8
CVE-2016-4103,2016-04,2016-05,9.8
CVE-2016-4104,2016-04,2016-05,9.8
CVE-2016-4105,2016-04,2016-05,9.8
CVE-2016-4106,2016-04,2016-05,7.8
CVE-2016-4107,2016-04,2016-05,9.8
CVE-2016-4108,2016-04,2016-05,7.5
CVE-2016-4109,2016-04,2016-05,7.5
CVE-2016-4110,2016-04,2016-05,7.5
CVE-2016-4111,2016-04,2016-05,7.5
CVE-2016-4112,2016-04,2016-05,7.5
CVE-2016-4113,2016-04,2016-05,7.5
CVE-2016-4114,2016-04,2016-05,7.5
CVE-2016-4115,2016-04,2016-05,7.5
CVE-2016-4116,2016-04,2016-05,7.5
CVE-2016-4117,2016-04,2016-05,9.8
CVE-2016-4119,2016-04,2016-08,9.8
CVE-2016-4120,2016-04,2016-06,9.8
CVE-2016-4121,2016-04,2016-06,9.8
CVE-2016-4122,2016-04,2016-06,8.8
CVE-2016-4123,2016-04,2016-06,8.8
CVE-2016-4124,2016-04,2016-06,8.8
CVE-2016-4125,2016-04,2016-06,8.8
CVE-2016-4126,2016-04,2016-06,8.8
CVE-2016-4127,2016-04,2016-06,8.8
CVE-2016-4128,2016-04,2016-06,9.8
CVE-2016-4129,2016-04,2016-06,8.8
CVE-2016-4130,2016-04,2016-06,8.8
CVE-2016-4131,2016-04,2016-06,8.8
CVE-2016-4132,2016-04,2016-06,8.8
CVE-2016-4133,2016-04,2016-06,8.8
CVE-2016-4134,2016-04,2016-06,8.8
CVE-2016-4135,2016-04,2016-06,8.8
CVE-2016-4136,2016-04,2016-06,8.8
CVE-2016-4137,2016-04,2016-06,8.8
CVE-2016-4138,2016-04,2016-06,9.8
CVE-2016-4139,2016-04,2016-06,8.8
CVE-2016-4140,2016-04,2016-06,8.8
CVE-2016-4141,2016-04,2016-06,8.8
CVE-2016-4142,2016-04,2016-06,8.8
CVE-2016-4143,2016-04,2016-06,8.8
CVE-2016-4144,2016-04,2016-06,8.8
CVE-2016-4145,2016-04,2016-06,8.8
CVE-2016-4146,2016-04,2016-06,8.8
CVE-2016-4147,2016-04,2016-06,8.8
CVE-2016-4148,2016-04,2016-06,8.8
CVE-2016-4149,2016-04,2016-06,8.8
CVE-2016-4150,2016-04,2016-06,8.8
CVE-2016-4151,2016-04,2016-06,8.8
CVE-2016-4152,2016-04,2016-06,8.8
CVE-2016-4153,2016-04,2016-06,8.8
CVE-2016-4154,2016-04,2016-06,8.8
CVE-2016-4155,2016-04,2016-06,8.8
CVE-2016-4156,2016-04,2016-06,8.8
CVE-2016-4160,2016-04,2016-06,9.8
CVE-2016-4161,2016-04,2016-06,9.8
CVE-2016-4162,2016-04,2016-06,9.8
CVE-2016-4163,2016-04,2016-06,9.8
CVE-2016-4166,2016-04,2016-06,9.8
CVE-2016-4171,2016-04,2016-06,9.8
CVE-2016-4172,2016-04,2016-07,9.8
CVE-2016-4173,2016-04,2016-07,9.8
CVE-2016-4174,2016-04,2016-07,9.8
CVE-2016-4175,2016-04,2016-07,9.8
CVE-2016-4176,2016-04,2016-07,9.8
CVE-2016-4177,2016-04,2016-07,9.8
CVE-2016-4178,2016-04,2016-07,5.3
CVE-2016-4179,2016-04,2016-07,9.8
CVE-2016-4180,2016-04,2016-07,9.8
CVE-2016-4181,2016-04,2016-07,9.8
CVE-2016-4182,2016-04,2016-07,9.8
CVE-2016-4183,2016-04,2016-07,9.8
CVE-2016-4184,2016-04,2016-07,9.8
CVE-2016-4185,2016-04,2016-07,9.8
CVE-2016-4186,2016-04,2016-07,9.8
CVE-2016-4187,2016-04,2016-07,9.8
CVE-2016-4188,2016-04,2016-07,9.8
CVE-2016-4189,2016-04,2016-07,9.8
CVE-2016-4190,2016-04,2016-07,9.8
CVE-2016-4191,2016-04,2016-07,9.8
CVE-2016-4192,2016-04,2016-07,9.8
CVE-2016-4193,2016-04,2016-07,9.8
CVE-2016-4194,2016-04,2016-07,9.8
CVE-2016-4195,2016-04,2016-07,8.8
CVE-2016-4196,2016-04,2016-07,8.8
CVE-2016-4197,2016-04,2016-07,8.8
CVE-2016-4198,2016-04,2016-07,8.8
CVE-2016-4199,2016-04,2016-07,8.8
CVE-2016-4200,2016-04,2016-07,8.8
CVE-2016-4201,2016-04,2016-07,9.8
CVE-2016-4202,2016-04,2016-07,8.8
CVE-2016-4203,2016-04,2016-07,9.8
CVE-2016-4204,2016-04,2016-07,9.8
CVE-2016-4205,2016-04,2016-07,9.8
CVE-2016-4206,2016-04,2016-07,9.8
CVE-2016-4207,2016-04,2016-07,9.8
CVE-2016-4208,2016-04,2016-07,9.8
CVE-2016-4209,2016-04,2016-07,9.8
CVE-2016-4210,2016-04,2016-07,9.8
CVE-2016-4211,2016-04,2016-07,9.8
CVE-2016-4212,2016-04,2016-07,9.8
CVE-2016-4213,2016-04,2016-07,9.8
CVE-2016-4214,2016-04,2016-07,9.8
CVE-2016-4215,2016-04,2016-07,9.8
CVE-2016-4217,2016-04,2016-07,9.8
CVE-2016-4218,2016-04,2016-07,9.8
CVE-2016-4219,2016-04,2016-07,9.8
CVE-2016-4220,2016-04,2016-07,9.8
CVE-2016-4221,2016-04,2016-07,9.8
CVE-2016-4222,2016-04,2016-07,8.8
CVE-2016-4223,2016-04,2016-07,8.8
CVE-2016-4224,2016-04,2016-07,8.8
CVE-2016-4225,2016-04,2016-07,8.8
CVE-2016-4226,2016-04,2016-07,9.8
CVE-2016-4227,2016-04,2016-07,9.8
CVE-2016-4228,2016-04,2016-07,9.8
CVE-2016-4229,2016-04,2016-07,9.8
CVE-2016-4230,2016-04,2016-07,9.8
CVE-2016-4231,2016-04,2016-07,9.8
CVE-2016-4232,2016-04,2016-07,7.5
CVE-2016-4233,2016-04,2016-07,9.8
CVE-2016-4234,2016-04,2016-07,9.8
CVE-2016-4235,2016-04,2016-07,9.8
CVE-2016-4236,2016-04,2016-07,9.8
CVE-2016-4237,2016-04,2016-07,9.8
CVE-2016-4238,2016-04,2016-07,9.8
CVE-2016-4239,2016-04,2016-07,9.8
CVE-2016-4240,2016-04,2016-07,9.8
CVE-2016-4241,2016-04,2016-07,9.8
CVE-2016-4242,2016-04,2016-07,9.8
CVE-2016-4243,2016-04,2016-07,9.8
CVE-2016-4244,2016-04,2016-07,9.8
CVE-2016-4245,2016-04,2016-07,9.8
CVE-2016-4246,2016-04,2016-07,9.8
CVE-2016-4247,2016-04,2016-07,5.9
CVE-2016-4248,2016-04,2016-07,9.8
CVE-2016-4249,2016-04,2016-07,9.8
CVE-2016-4250,2016-04,2016-07,9.8
CVE-2016-4251,2016-04,2016-07,9.8
CVE-2016-4252,2016-04,2016-07,9.8
CVE-2016-4254,2016-04,2016-07,9.8
CVE-2016-4255,2016-04,2016-07,8.8
CVE-2016-4265,2016-04,2016-08,9.8
CVE-2016-4266,2016-04,2016-08,9.8
CVE-2016-4267,2016-04,2016-08,9.8
CVE-2016-4268,2016-04,2016-08,9.8
CVE-2016-4269,2016-04,2016-08,9.8
CVE-2016-4270,2016-04,2016-08,9.8
CVE-2016-4271,2016-04,2016-09,7.5
CVE-2016-4272,2016-04,2016-09,9.8
CVE-2016-4273,2016-04,2016-10,9.8
CVE-2016-4274,2016-04,2016-09,9.8
CVE-2016-4275,2016-04,2016-09,9.8
CVE-2016-4276,2016-04,2016-09,9.8
CVE-2016-4277,2016-04,2016-09,7.5
CVE-2016-4278,2016-04,2016-09,7.5
CVE-2016-4279,2016-04,2016-09,9.8
CVE-2016-4280,2016-04,2016-09,9.8
CVE-2016-4281,2016-04,2016-09,9.8
CVE-2016-4282,2016-04,2016-09,9.8
CVE-2016-4283,2016-04,2016-09,9.8
CVE-2016-4284,2016-04,2016-09,9.8
CVE-2016-4285,2016-04,2016-09,9.8
CVE-2016-4286,2016-04,2016-10,8.8
CVE-2016-4287,2016-04,2016-09,9.8
CVE-2016-5542,2016-06,2016-10,3.1
CVE-2016-5546,2016-06,2017-01,7.5
CVE-2016-5547,2016-06,2017-01,5.3
CVE-2016-5548,2016-06,2017-01,6.5
CVE-2016-5549,2016-06,2017-01,6.5
CVE-2016-5552,2016-06,2017-01,5.3
CVE-2016-5554,2016-06,2016-10,4.3
CVE-2016-5556,2016-06,2016-10,9.6
CVE-2016-5568,2016-06,2016-10,9.6
CVE-2016-5573,2016-06,2016-10,8.3
CVE-2016-5582,2016-06,2016-10,9.6
CVE-2016-5597,2016-06,2016-10,5.9
CVE-2016-6921,2016-08,2016-09,9.8
CVE-2016-6922,2016-08,2016-09,9.8
CVE-2016-6923,2016-08,2016-09,9.8
CVE-2016-6924,2016-08,2016-09,9.8
CVE-2016-6925,2016-08,2016-09,9.8
CVE-2016-6926,2016-08,2016-09,9.8
CVE-2016-6927,2016-08,2016-09,9.8
CVE-2016-6929,2016-08,2016-09,9.8
CVE-2016-6930,2016-08,2016-09,9.8
CVE-2016-6931,2016-08,2016-09,9.8
CVE-2016-6932,2016-08,2016-09,9.8
CVE-2016-6936,2016-08,2016-09,7.5
CVE-2016-6937,2016-08,2016-09,9.8
CVE-2016-6938,2016-08,2016-09,9.8
CVE-2016-6939,2016-08,2016-10,9.8
CVE-2016-6940,2016-08,2016-10,9.8
CVE-2016-6941,2016-08,2016-10,9.8
CVE-2016-6942,2016-08,2016-10,9.8
CVE-2016-6943,2016-08,2016-10,9.8
CVE-2016-6944,2016-08,2016-10,9.8
CVE-2016-6945,2016-08,2016-10,9.8
CVE-2016-6946,2016-08,2016-10,9.8
CVE-2016-6947,2016-08,2016-10,9.8
CVE-2016-6948,2016-08,2016-10,9.8
CVE-2016-6949,2016-08,2016-10,9.8
CVE-2016-6950,2016-08,2016-10,9.8
CVE-2016-6951,2016-08,2016-10,9.8
CVE-2016-6952,2016-08,2016-10,9.8
CVE-2016-6953,2016-08,2016-10,9.8
CVE-2016-6954,2016-08,2016-10,9.8
CVE-2016-6955,2016-08,2016-10,9.8
CVE-2016-6956,2016-08,2016-10,9.8
CVE-2016-6957,2016-08,2016-10,9.8
CVE-2016-6958,2016-08,2016-10,9.8
CVE-2016-6959,2016-08,2016-10,9.8
CVE-2016-6960,2016-08,2016-10,9.8
CVE-2016-6961,2016-08,2016-10,9.8
CVE-2016-6962,2016-08,2016-10,9.8
CVE-2016-6963,2016-08,2016-10,9.8
CVE-2016-6964,2016-08,2016-10,9.8
CVE-2016-6965,2016-08,2016-10,9.8
CVE-2016-6966,2016-08,2016-10,9.8
CVE-2016-6967,2016-08,2016-10,9.8
CVE-2016-6968,2016-08,2016-10,9.8
CVE-2016-6969,2016-08,2016-10,9.8
CVE-2016-6970,2016-08,2016-10,9.8
CVE-2016-6971,2016-08,2016-10,9.8
CVE-2016-6972,2016-08,2016-10,9.8
CVE-2016-6973,2016-08,2016-10,9.8
CVE-2016-6974,2016-08,2016-10,9.8
CVE-2016-6975,2016-08,2016-10,9.8
CVE-2016-6976,2016-08,2016-10,9.8
CVE-2016-6977,2016-08,2016-10,9.8
CVE-2016-6978,2016-08,2016-10,9.8
CVE-2016-6979,2016-08,2016-10,9.8
CVE-2016-6981,2016-08,2016-10,9.8
CVE-2016-6982,2016-08,2016-10,9.8
CVE-2016-6983,2016-08,2016-10,9.8
CVE-2016-6984,2016-08,2016-10,9.8
CVE-2016-6985,2016-08,2016-10,9.8
CVE-2016-6986,2016-08,2016-10,9.8
CVE-2016-6987,2016-08,2016-10,9.8
CVE-2016-6988,2016-08,2016-10,9.8
CVE-2016-6989,2016-08,2016-10,9.8
CVE-2016-6990,2016-08,2016-10,9.8
CVE-2016-6992,2016-08,2016-10,9.8
CVE-2016-6993,2016-08,2016-10,9.8
CVE-2016-6994,2016-08,2016-10,9.8
CVE-2016-6995,2016-08,2016-10,9.8
CVE-2016-6996,2016-08,2016-10,9.8
CVE-2016-6997,2016-08,2016-10,9.8
CVE-2016-6998,2016-08,2016-10,9.8
CVE-2016-6999,2016-08,2016-10,9.8
CVE-2016-7000,2016-08,2016-10,9.8
CVE-2016-7001,2016-08,2016-10,9.8
CVE-2016-7002,2016-08,2016-10,9.8
CVE-2016-7003,2016-08,2016-10,9.8
CVE-2016-7004,2016-08,2016-10,9.8
CVE-2016-7005,2016-08,2016-10,9.8
CVE-2016-7006,2016-08,2016-10,9.8
CVE-2016-7007,2016-08,2016-10,9.8
CVE-2016-7008,2016-08,2016-10,9.8
CVE-2016-7009,2016-08,2016-10,9.8
CVE-2016-7010,2016-08,2016-10,9.8
CVE-2016-7011,2016-08,2016-10,9.8
CVE-2016-7012,2016-08,2016-10,9.8
CVE-2016-7013,2016-08,2016-10,9.8
CVE-2016-7014,2016-08,2016-10,9.8
CVE-2016-7015,2016-08,2016-10,9.8
CVE-2016-7016,2016-08,2016-10,9.8
CVE-2016-7017,2016-08,2016-10,9.8
CVE-2016-7018,2016-08,2016-10,9.8
CVE-2016-7019,2016-08,2016-10,9.8
CVE-2016-7020,2016-08,2016-10,9.8
CVE-2016-7245,2016-09,2016-11,7.8
